"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"4201",72,9,1,"yes","none","frozen","vit_A","3.89",1
"2057",72,9,2,"yes","some","fresh","vit_A","4.89",0
"5454",72,9,3,"yes","lots","frozen","multi","5.89",0
"5359",72,10,1,"yes","some","frozen","multi","5.89",0
"3956",72,10,2,"yes","lots","fresh","vit_A","5.89",0
"4856",72,10,3,"yes","lots","frozen","vit_B","5.89",1
"1198",72,11,1,"yes","none","fresh","vit_A","3.89",0
"2561",72,11,2,"yes","none","fresh","vit_B","4.89",1
"4960",72,11,3,"yes","none","fresh","multi","5.89",0
"2956",72,12,1,"yes","some","frozen","vit_B","4.89",0
"4258",72,12,2,"yes","lots","frozen","vit_A","5.89",0
"1662",72,12,3,"yes","none","frozen","multi","3.89",1
"2461",72,13,1,"yes","lots","frozen","vit_A","4.89",0
"2198",72,13,2,"yes","lots","fresh","vit_A","4.89",0
"1199",72,13,3,"yes","some","frozen","vit_B","3.89",1
"3193",72,14,1,"yes","none","fresh","multi","4.89",0
"2658",72,14,2,"yes","some","fresh","vit_B","4.89",1
"3263",72,14,3,"yes","some","fresh","multi","4.89",0
"2358",72,15,1,"yes","some","frozen","vit_A","4.89",0
"599",72,15,2,"yes","some","frozen","vit_A","3.89",1
"1260",72,15,3,"yes","lots","frozen","vit_B","3.89",0
"2957",73,1,1,"no","some","frozen","vit_B","4.89",1
"2659",73,1,2,"no","some","fresh","vit_B","4.89",0
"4464",73,1,3,"no","some","fresh","vit_B","5.89",0
"5059",73,2,1,"no","some","fresh","multi","5.89",0
"961",73,2,2,"no","lots","fresh","vit_B","3.89",1
"3058",73,2,3,"no","lots","frozen","vit_B","4.89",0
"760",73,3,1,"no","none","fresh","vit_B","3.89",1
"4363",73,3,2,"no","none","fresh","vit_B","5.89",0
"2756",73,3,3,"no","lots","fresh","vit_B","4.89",0
"3194",73,4,1,"no","none","fresh","multi","4.89",0
"853",73,4,2,"no","some","fresh","vit_B","3.89",0
"41102",73,4,3,"no","some","frozen","vit_A","5.89",1
"1960",73,5,1,"no","none","fresh","vit_A","4.89",0
"2359",73,5,2,"no","some","frozen","vit_A","4.89",0
"1560",73,5,3,"no","lots","fresh","multi","3.89",1
"1060",73,6,1,"no","none","frozen","vit_B","3.89",1
"662",73,6,2,"no","lots","frozen","vit_A","3.89",0
"1858",73,6,3,"no","lots","frozen","multi","3.89",0
"1663",73,7,1,"no","none","frozen","multi","3.89",0
"4961",73,7,2,"no","none","fresh","multi","5.89",0
"1362",73,7,3,"no","none","fresh","multi","3.89",1
"3264",73,8,1,"no","some","fresh","multi","4.89",1
"5100",73,8,2,"no","some","frozen","vit_A","3.89",0
"4764",73,8,3,"no","some","frozen","vit_B","5.89",0
"1457",73,9,1,"no","some","fresh","multi","3.89",1
"2058",73,9,2,"no","some","fresh","vit_A","4.89",0
"4857",73,9,3,"no","lots","frozen","vit_B","5.89",0
"2861",73,10,1,"no","none","frozen","vit_B","4.89",0
"3555",73,10,2,"no","some","frozen","multi","4.89",1
"3861",73,10,3,"no","some","fresh","vit_A","5.89",0
"5265",73,11,1,"no","none","frozen","multi","5.89",0
"3663",73,11,2,"no","lots","frozen","multi","4.89",0
"3462",73,11,3,"no","none","frozen","multi","4.89",1
"1200",73,12,1,"no","none","fresh","vit_A","3.89",1
"4661",73,12,2,"no","none","frozen","vit_B","5.89",0
"2199",73,12,3,"no","some","fresh","vit_A","3.89",0
"4202",73,13,1,"no","none","frozen","vit_A","3.89",0
"4259",73,13,2,"no","lots","frozen","vit_A","5.89",1
"4563",73,13,3,"no","lots","fresh","vit_B","5.89",0
"2462",73,14,1,"no","lots","frozen","vit_A","4.89",1
"3361",73,14,2,"no","lots","fresh","multi","4.89",0
"21100",73,14,3,"no","lots","fresh","vit_A","4.89",0
"5160",73,15,1,"no","lots","fresh","multi","5.89",0
"3195",73,15,2,"no","lots","fresh","vit_A","3.89",1
"5360",73,15,3,"no","some","frozen","multi","5.89",0
"1961",74,1,1,"no","none","fresh","vit_A","4.89",1
"2200",74,1,2,"no","some","fresh","vit_A","3.89",0
"1458",74,1,3,"no","some","fresh","multi","3.89",0
"1859",74,2,1,"no","lots","frozen","multi","3.89",1
"4058",74,2,2,"no","none","frozen","vit_A","5.89",0
"3862",74,2,3,"no","some","fresh","vit_A","5.89",0
"2562",74,3,1,"no","none","fresh","vit_B","4.89",1
"41103",74,3,2,"no","some","frozen","vit_A","5.89",0
"5060",74,3,3,"no","some","fresh","multi","5.89",0
"4765",74,4,1,"no","some","frozen","vit_B","5.89",0
"4203",74,4,2,"no","none","frozen","vit_A","3.89",1
"4364",74,4,3,"no","none","fresh","vit_B","5.89",0
"1561",74,5,1,"no","lots","fresh","multi","3.89",1
"4858",74,5,2,"no","lots","frozen","vit_B","5.89",0
"854",74,5,3,"no","some","fresh","vit_B","3.89",0
"11100",74,6,1,"no","some","frozen","vit_B","3.89",0
"3755",74,6,2,"no","none","fresh","vit_A","5.89",0
"3664",74,6,3,"no","lots","frozen","multi","4.89",1
"5161",74,7,1,"no","lots","fresh","multi","5.89",0
"2463",74,7,2,"no","lots","frozen","vit_A","4.89",1
"2660",74,7,3,"no","some","fresh","vit_B","4.89",0
"2059",74,8,1,"no","some","fresh","vit_A","4.89",0
"3196",74,8,2,"no","none","fresh","multi","4.89",0
"1201",74,8,3,"no","none","fresh","vit_A","3.89",1
"2862",74,9,1,"no","none","frozen","vit_B","4.89",0
"4662",74,9,2,"no","none","frozen","vit_B","5.89",0
"2958",74,9,3,"no","some","frozen","vit_B","4.89",1
"4564",74,10,1,"no","lots","fresh","vit_B","5.89",0
"663",74,10,2,"no","lots","frozen","vit_A","3.89",1
"5361",74,10,3,"no","some","frozen","multi","5.89",0
"3957",74,11,1,"no","lots","fresh","vit_A","5.89",0
"3556",74,11,2,"no","some","frozen","multi","4.89",1
"4962",74,11,3,"no","none","fresh","multi","5.89",0
"1363",74,12,1,"no","none","fresh","multi","3.89",0
"3265",74,12,2,"no","some","fresh","multi","4.89",0
"3197",74,12,3,"no","lots","fresh","vit_A","3.89",1
"3059",74,13,1,"no","lots","frozen","vit_B","4.89",0
"5455",74,13,2,"no","lots","frozen","multi","5.89",0
"1261",74,13,3,"no","lots","frozen","vit_B","3.89",1
"2757",74,14,1,"no","lots","fresh","vit_B","4.89",1
"3463",74,14,2,"no","none","frozen","multi","4.89",0
"1763",74,14,3,"no","some","frozen","multi","3.89",0
"5266",74,15,1,"no","none","frozen","multi","5.89",0
"2360",74,15,2,"no","some","frozen","vit_A","4.89",1
"4260",74,15,3,"no","lots","frozen","vit_A","5.89",0
"11101",75,1,1,"no","some","frozen","vit_B","3.89",0
"2201",75,1,2,"no","some","fresh","vit_A","3.89",0
"664",75,1,3,"no","lots","frozen","vit_A","3.89",1
"4963",75,2,1,"no","none","fresh","multi","5.89",0
"1202",75,2,2,"no","none","fresh","vit_A","3.89",1
"2959",75,2,3,"no","some","frozen","vit_B","4.89",0
"3198",75,3,1,"no","none","fresh","multi","4.89",0
"1962",75,3,2,"no","none","fresh","vit_A","4.89",1
"3199",75,3,3,"no","lots","fresh","vit_A","3.89",0
"2264",75,4,1,"no","none","frozen","vit_A","4.89",1
"2361",75,4,2,"no","some","frozen","vit_A","4.89",0
"2060",75,4,3,"no","some","fresh","vit_A","4.89",0
"4059",75,5,1,"no","none","frozen","vit_A","5.89",1
"3362",75,5,2,"no","lots","fresh","multi","4.89",0
"3863",75,5,3,"no","some","fresh","vit_A","5.89",0
"1061",75,6,1,"no","none","frozen","vit_B","3.89",1
"4859",75,6,2,"no","lots","frozen","vit_B","5.89",0
"41104",75,6,3,"no","some","frozen","vit_A","5.89",0
"1860",75,7,1,"no","lots","frozen","multi","3.89",0
"3060",75,7,2,"no","lots","frozen","vit_B","4.89",0
"761",75,7,3,"no","none","fresh","vit_B","3.89",1
"1764",75,8,1,"no","some","frozen","multi","3.89",0
"1262",75,8,2,"no","lots","frozen","vit_B","3.89",1
"3665",75,8,3,"no","lots","frozen","multi","4.89",0
"5362",75,9,1,"no","some","frozen","multi","5.89",0
"2464",75,9,2,"no","lots","frozen","vit_A","4.89",1
"2758",75,9,3,"no","lots","fresh","vit_B","4.89",0
"4465",75,10,1,"no","some","fresh","vit_B","5.89",0
"3464",75,10,2,"no","none","frozen","multi","4.89",1
"2863",75,10,3,"no","none","frozen","vit_B","4.89",0
"3557",75,11,1,"no","some","frozen","multi","4.89",1
"4565",75,11,2,"no","lots","fresh","vit_B","5.89",0
"5061",75,11,3,"no","some","fresh","multi","5.89",0
"2661",75,12,1,"no","some","fresh","vit_B","4.89",0
"21101",75,12,2,"no","lots","fresh","vit_A","4.89",0
"5101",75,12,3,"no","some","frozen","vit_A","3.89",1
"2563",75,13,1,"no","none","fresh","vit_B","4.89",1
"5267",75,13,2,"no","none","frozen","multi","5.89",0
"3958",75,13,3,"no","lots","fresh","vit_A","5.89",0
"1664",75,14,1,"no","none","frozen","multi","3.89",0
"3266",75,14,2,"no","some","fresh","multi","4.89",0
"4204",75,14,3,"no","none","frozen","vit_A","3.89",1
"5456",75,15,1,"no","lots","frozen","multi","5.89",0
"4766",75,15,2,"no","some","frozen","vit_B","5.89",0
"1459",75,15,3,"no","some","fresh","multi","3.89",1
"1460",76,1,1,"no","some","fresh","multi","3.89",0
"2960",76,1,2,"no","some","frozen","vit_B","4.89",1
"1963",76,1,3,"no","none","fresh","vit_A","4.89",0
"1263",76,2,1,"no","lots","frozen","vit_B","3.89",0
"1203",76,2,2,"no","none","fresh","vit_A","3.89",0
"4261",76,2,3,"no","lots","frozen","vit_A","5.89",1
"11102",76,3,1,"no","some","frozen","vit_B","3.89",0
"21102",76,3,2,"no","lots","fresh","vit_A","4.89",1
"4964",76,3,3,"no","none","fresh","multi","5.89",0
"4466",76,4,1,"no","some","fresh","vit_B","5.89",0
"5062",76,4,2,"no","some","fresh","multi","5.89",0
"5102",76,4,3,"no","some","frozen","vit_A","3.89",1
"4205",76,5,1,"no","none","frozen","vit_A","3.89",1
"3061",76,5,2,"no","lots","frozen","vit_B","4.89",0
"4860",76,5,3,"no","lots","frozen","vit_B","5.89",0
"3756",76,6,1,"no","none","fresh","vit_A","5.89",0
"2564",76,6,2,"no","none","fresh","vit_B","4.89",0
"3200",76,6,3,"no","lots","fresh","vit_A","3.89",1
"1562",76,7,1,"no","lots","fresh","multi","3.89",0
"4365",76,7,2,"no","none","fresh","vit_B","5.89",0
"3959",76,7,3,"no","lots","fresh","vit_A","5.89",1
"1364",76,8,1,"no","none","fresh","multi","3.89",0
"962",76,8,2,"no","lots","fresh","vit_B","3.89",1
"3465",76,8,3,"no","none","frozen","multi","4.89",0
"2362",76,9,1,"no","some","frozen","vit_A","4.89",0
"3864",76,9,2,"no","some","fresh","vit_A","5.89",1
"5363",76,9,3,"no","some","frozen","multi","5.89",0
"2465",76,10,1,"no","lots","frozen","vit_A","4.89",1
"31100",76,10,2,"no","none","fresh","multi","4.89",0
"5162",76,10,3,"no","lots","fresh","multi","5.89",0
"1765",76,11,1,"no","some","frozen","multi","3.89",1
"855",76,11,2,"no","some","fresh","vit_B","3.89",0
"4767",76,11,3,"no","some","frozen","vit_B","5.89",0
"3666",76,12,1,"no","lots","frozen","multi","4.89",1
"1861",76,12,2,"no","lots","frozen","multi","3.89",0
"1665",76,12,3,"no","none","frozen","multi","3.89",0
"4663",76,13,1,"no","none","frozen","vit_B","5.89",0
"2202",76,13,2,"no","some","fresh","vit_A","3.89",1
"41105",76,13,3,"no","some","frozen","vit_A","5.89",0
"2864",76,14,1,"no","none","frozen","vit_B","4.89",0
"5457",76,14,2,"no","lots","frozen","multi","5.89",1
"3267",76,14,3,"no","some","fresh","multi","4.89",0
"665",76,15,1,"no","lots","frozen","vit_A","3.89",1
"2061",76,15,2,"no","some","fresh","vit_A","4.89",0
"2759",76,15,3,"no","lots","fresh","vit_B","4.89",0
"1666",77,1,1,"no","none","frozen","multi","3.89",1
"21103",77,1,2,"no","lots","fresh","vit_A","4.89",0
"2760",77,1,3,"no","lots","fresh","vit_B","4.89",0
"4262",77,2,1,"no","lots","frozen","vit_A","5.89",0
"4566",77,2,2,"no","lots","fresh","vit_B","5.89",0
"2961",77,2,3,"no","some","frozen","vit_B","4.89",1
"41106",77,3,1,"no","some","frozen","vit_A","5.89",1
"3757",77,3,2,"no","none","fresh","vit_A","5.89",0
"666",77,3,3,"no","lots","frozen","vit_A","3.89",0
"963",77,4,1,"no","lots","fresh","vit_B","3.89",0
"2865",77,4,2,"no","none","frozen","vit_B","4.89",1
"2062",77,4,3,"no","some","fresh","vit_A","4.89",0
"3201",77,5,1,"no","lots","fresh","vit_A","3.89",0
"2662",77,5,2,"no","some","fresh","vit_B","4.89",0
"1264",77,5,3,"no","lots","frozen","vit_B","3.89",1
"4467",77,6,1,"no","some","fresh","vit_B","5.89",0
"1862",77,6,2,"no","lots","frozen","multi","3.89",1
"2466",77,6,3,"no","lots","frozen","vit_A","4.89",0
"3062",77,7,1,"no","lots","frozen","vit_B","4.89",1
"1563",77,7,2,"no","lots","fresh","multi","3.89",0
"3960",77,7,3,"no","lots","fresh","vit_A","5.89",0
"2265",77,8,1,"no","none","frozen","vit_A","4.89",1
"1365",77,8,2,"no","none","fresh","multi","3.89",0
"3865",77,8,3,"no","some","fresh","vit_A","5.89",0
"31101",77,9,1,"no","none","fresh","multi","4.89",1
"5268",77,9,2,"no","none","frozen","multi","5.89",0
"1964",77,9,3,"no","none","fresh","vit_A","4.89",0
"4664",77,10,1,"no","none","frozen","vit_B","5.89",0
"1062",77,10,2,"no","none","frozen","vit_B","3.89",1
"1461",77,10,3,"no","some","fresh","multi","3.89",0
"5364",77,11,1,"no","some","frozen","multi","5.89",0
"1766",77,11,2,"no","some","frozen","multi","3.89",0
"856",77,11,3,"no","some","fresh","vit_B","3.89",1
"3466",77,12,1,"no","none","frozen","multi","4.89",0
"4060",77,12,2,"no","none","frozen","vit_A","5.89",0
"4206",77,12,3,"no","none","frozen","vit_A","3.89",1
"3667",77,13,1,"no","lots","frozen","multi","4.89",0
"2363",77,13,2,"no","some","frozen","vit_A","4.89",1
"3268",77,13,3,"no","some","fresh","multi","4.89",0
"1204",77,14,1,"no","none","fresh","vit_A","3.89",1
"4768",77,14,2,"no","some","frozen","vit_B","5.89",0
"5458",77,14,3,"no","lots","frozen","multi","5.89",0
"5063",77,15,1,"no","some","fresh","multi","5.89",0
"3558",77,15,2,"no","some","frozen","multi","4.89",1
"4861",77,15,3,"no","lots","frozen","vit_B","5.89",0
"4207",78,1,1,"no","none","frozen","vit_A","3.89",1
"2063",78,1,2,"no","some","fresh","vit_A","4.89",0
"5064",78,1,3,"no","some","fresh","multi","5.89",0
"5365",78,2,1,"no","some","frozen","multi","5.89",0
"3363",78,2,2,"no","lots","fresh","multi","4.89",0
"2866",78,2,3,"no","none","frozen","vit_B","4.89",1
"31102",78,3,1,"no","none","fresh","multi","4.89",0
"3467",78,3,2,"no","none","frozen","multi","4.89",0
"1366",78,3,3,"no","none","fresh","multi","3.89",1
"857",78,4,1,"no","some","fresh","vit_B","3.89",0
"1965",78,4,2,"no","none","fresh","vit_A","4.89",1
"3866",78,4,3,"no","some","fresh","vit_A","5.89",0
"21104",78,5,1,"no","lots","fresh","vit_A","4.89",0
"2565",78,5,2,"no","none","fresh","vit_B","4.89",1
"2761",78,5,3,"no","lots","fresh","vit_B","4.89",0
"1564",78,6,1,"no","lots","fresh","multi","3.89",0
"5269",78,6,2,"no","none","frozen","multi","5.89",0
"1667",78,6,3,"no","none","frozen","multi","3.89",1
"2203",78,7,1,"no","some","fresh","vit_A","3.89",0
"4061",78,7,2,"no","none","frozen","vit_A","5.89",0
"2266",78,7,3,"no","none","frozen","vit_A","4.89",1
"4862",78,8,1,"no","lots","frozen","vit_B","5.89",1
"4769",78,8,2,"no","some","frozen","vit_B","5.89",0
"4567",78,8,3,"no","lots","fresh","vit_B","5.89",0
"5163",78,9,1,"no","lots","fresh","multi","5.89",0
"2663",78,9,2,"no","some","fresh","vit_B","4.89",1
"3758",78,9,3,"no","none","fresh","vit_A","5.89",0
"3269",78,10,1,"no","some","fresh","multi","4.89",0
"4665",78,10,2,"no","none","frozen","vit_B","5.89",1
"964",78,10,3,"no","lots","fresh","vit_B","3.89",0
"2467",78,11,1,"no","lots","frozen","vit_A","4.89",0
"1462",78,11,2,"no","some","fresh","multi","3.89",0
"1265",78,11,3,"no","lots","frozen","vit_B","3.89",1
"762",78,12,1,"no","none","fresh","vit_B","3.89",1
"1767",78,12,2,"no","some","frozen","multi","3.89",0
"4965",78,12,3,"no","none","fresh","multi","5.89",0
"3961",78,13,1,"no","lots","fresh","vit_A","5.89",0
"1205",78,13,2,"no","none","fresh","vit_A","3.89",1
"11103",78,13,3,"no","some","frozen","vit_B","3.89",0
"3668",78,14,1,"no","lots","frozen","multi","4.89",0
"1063",78,14,2,"no","none","frozen","vit_B","3.89",1
"3202",78,14,3,"no","lots","fresh","vit_A","3.89",0
"5103",78,15,1,"no","some","frozen","vit_A","3.89",1
"4263",78,15,2,"no","lots","frozen","vit_A","5.89",0
"41107",78,15,3,"no","some","frozen","vit_A","5.89",0
"4863",79,1,1,"yes","lots","frozen","vit_B","5.89",1
"5164",79,1,2,"yes","lots","fresh","multi","5.89",0
"3270",79,1,3,"yes","some","fresh","multi","4.89",0
"1668",79,2,1,"yes","none","frozen","multi","3.89",0
"4468",79,2,2,"yes","some","fresh","vit_B","5.89",1
"3364",79,2,3,"yes","lots","fresh","multi","4.89",0
"2267",79,3,1,"yes","none","frozen","vit_A","4.89",0
"2204",79,3,2,"yes","some","fresh","vit_A","3.89",1
"3962",79,3,3,"yes","lots","fresh","vit_A","5.89",0
"2468",79,4,1,"yes","lots","frozen","vit_A","4.89",1
"4264",79,4,2,"yes","lots","frozen","vit_A","5.89",0
"21105",79,4,3,"yes","lots","fresh","vit_A","4.89",0
"4568",79,5,1,"yes","lots","fresh","vit_B","5.89",0
"3759",79,5,2,"yes","none","fresh","vit_A","5.89",0
"5104",79,5,3,"yes","some","frozen","vit_A","3.89",1
"5065",79,6,1,"yes","some","fresh","multi","5.89",0
"4062",79,6,2,"yes","none","frozen","vit_A","5.89",0
"2962",79,6,3,"yes","some","frozen","vit_B","4.89",1
"1463",79,7,1,"yes","some","fresh","multi","3.89",0
"11104",79,7,2,"yes","some","frozen","vit_B","3.89",1
"1863",79,7,3,"yes","lots","frozen","multi","3.89",0
"1768",79,8,1,"yes","some","frozen","multi","3.89",0
"2364",79,8,2,"yes","some","frozen","vit_A","4.89",0
"1206",79,8,3,"yes","none","fresh","vit_A","3.89",1
"2762",79,9,1,"yes","lots","fresh","vit_B","4.89",1
"3867",79,9,2,"yes","some","fresh","vit_A","5.89",0
"1966",79,9,3,"yes","none","fresh","vit_A","4.89",0
"41108",79,10,1,"yes","some","frozen","vit_A","5.89",0
"3063",79,10,2,"yes","lots","frozen","vit_B","4.89",1
"2566",79,10,3,"yes","none","fresh","vit_B","4.89",0
"2064",79,11,1,"yes","some","fresh","vit_A","4.89",1
"1367",79,11,2,"yes","none","fresh","multi","3.89",0
"31103",79,11,3,"yes","none","fresh","multi","4.89",0
"1565",79,12,1,"yes","lots","fresh","multi","3.89",0
"4208",79,12,2,"yes","none","frozen","vit_A","3.89",0
"763",79,12,3,"yes","none","fresh","vit_B","3.89",1
"5270",79,13,1,"yes","none","frozen","multi","5.89",0
"4966",79,13,2,"yes","none","fresh","multi","5.89",0
"2664",79,13,3,"yes","some","fresh","vit_B","4.89",1
"4366",79,14,1,"yes","none","fresh","vit_B","5.89",1
"5366",79,14,2,"yes","some","frozen","multi","5.89",0
"5459",79,14,3,"yes","lots","frozen","multi","5.89",0
"2867",79,15,1,"yes","none","frozen","vit_B","4.89",1
"4770",79,15,2,"yes","some","frozen","vit_B","5.89",0
"965",79,15,3,"yes","lots","fresh","vit_B","3.89",0
"1368",80,1,1,"yes","none","fresh","multi","3.89",1
"41109",80,1,2,"yes","some","frozen","vit_A","5.89",0
"5367",80,1,3,"yes","some","frozen","multi","5.89",0
"3203",80,2,1,"yes","lots","fresh","vit_A","3.89",0
"31104",80,2,2,"yes","none","fresh","multi","4.89",0
"966",80,2,3,"yes","lots","fresh","vit_B","3.89",1
"2268",80,3,1,"yes","none","frozen","vit_A","4.89",0
"4063",80,3,2,"yes","none","frozen","vit_A","5.89",0
"2868",80,3,3,"yes","none","frozen","vit_B","4.89",1
"3669",80,4,1,"yes","lots","frozen","multi","4.89",0
"3468",80,4,2,"yes","none","frozen","multi","4.89",1
"3760",80,4,3,"yes","none","fresh","vit_A","5.89",0
"1864",80,5,1,"yes","lots","frozen","multi","3.89",0
"21106",80,5,2,"yes","lots","fresh","vit_A","4.89",0
"858",80,5,3,"yes","some","fresh","vit_B","3.89",1
"2205",80,6,1,"yes","some","fresh","vit_A","3.89",0
"2963",80,6,2,"yes","some","frozen","vit_B","4.89",1
"3365",80,6,3,"yes","lots","fresh","multi","4.89",0
"4367",80,7,1,"yes","none","fresh","vit_B","5.89",1
"2567",80,7,2,"yes","none","fresh","vit_B","4.89",0
"3064",80,7,3,"yes","lots","frozen","vit_B","4.89",0
"3963",80,8,1,"yes","lots","fresh","vit_A","5.89",0
"1566",80,8,2,"yes","lots","fresh","multi","3.89",0
"1207",80,8,3,"yes","none","fresh","vit_A","3.89",1
"764",80,9,1,"yes","none","fresh","vit_B","3.89",0
"11105",80,9,2,"yes","some","frozen","vit_B","3.89",1
"4666",80,9,3,"yes","none","frozen","vit_B","5.89",0
"3868",80,10,1,"yes","some","fresh","vit_A","5.89",0
"2365",80,10,2,"yes","some","frozen","vit_A","4.89",1
"5165",80,10,3,"yes","lots","fresh","multi","5.89",0
"5066",80,11,1,"yes","some","fresh","multi","5.89",0
"1064",80,11,2,"yes","none","frozen","vit_B","3.89",1
"4967",80,11,3,"yes","none","fresh","multi","5.89",0
"1769",80,12,1,"yes","some","frozen","multi","3.89",0
"2665",80,12,2,"yes","some","fresh","vit_B","4.89",1
"2065",80,12,3,"yes","some","fresh","vit_A","4.89",0
"2763",80,13,1,"yes","lots","fresh","vit_B","4.89",1
"4771",80,13,2,"yes","some","frozen","vit_B","5.89",0
"3559",80,13,3,"yes","some","frozen","multi","4.89",0
"1464",80,14,1,"yes","some","fresh","multi","3.89",0
"4209",80,14,2,"yes","none","frozen","vit_A","3.89",1
"5460",80,14,3,"yes","lots","frozen","multi","5.89",0
"4864",80,15,1,"yes","lots","frozen","vit_B","5.89",1
"5271",80,15,2,"yes","none","frozen","multi","5.89",0
"4469",80,15,3,"yes","some","fresh","vit_B","5.89",0
"1770",81,1,1,"no","some","frozen","multi","3.89",0
"2469",81,1,2,"no","lots","frozen","vit_A","4.89",0
"4265",81,1,3,"no","none","frozen","vit_A","3.89",1
"4772",81,2,1,"no","some","frozen","vit_B","5.89",0
"1967",81,2,2,"no","none","fresh","vit_A","4.89",0
"3366",81,2,3,"no","lots","fresh","multi","4.89",1
"31105",81,3,1,"no","none","fresh","multi","4.89",0
"21107",81,3,2,"no","lots","fresh","vit_A","4.89",1
"967",81,3,3,"no","lots","fresh","vit_B","3.89",0
"1567",81,4,1,"no","lots","fresh","multi","3.89",0
"3964",81,4,2,"no","lots","fresh","vit_A","5.89",1
"5067",81,4,3,"no","some","fresh","multi","5.89",0
"2269",81,5,1,"no","none","frozen","vit_A","4.89",0
"1208",81,5,2,"no","none","fresh","vit_A","3.89",1
"5368",81,5,3,"no","some","frozen","multi","5.89",0
